#
# Run File created 4/07/2013 10:37:56 AM
#

#
# 
#

# Ch0_Incident WP                     Moving          5.7187(x - zero)
# Ch1_Phase WP                        Moving          5.5720(x - zero)
# Ch2_WP1                             Moving          13.807(x - zero)
# Ch3_WP2                             Moving          13.564(x - zero)

TITLE="Calibration"
VARIABLES="Time" "Ch0_Incident WP" "Ch1_Phase WP" "Ch2_WP1" "Ch3_WP2" 
ZONE T="Calibration" F=POINT 
0.000000 0.142159 0.473934 0.255142 -0.023763 
1.000000 5.718694 5.571992 13.806865 13.563726 

TITLE="Data"
VARIABLES="Time" "Ch0_Incident WP" "Ch1_Phase WP" "Ch2_WP1" "Ch3_WP2" 
ZONE T="Data" F=POINT 
0.000000 -1.734137 0.368844 0.471656 0.154840 
0.005000 -1.815356 0.360142 0.474234 0.151617 
0.010000 -1.893997 0.350795 0.475201 0.149038 
0.015000 -1.967481 0.343705 0.476812 0.148394 
0.020000 -2.036452 0.338548 0.479391 0.144849 
0.025000 -2.106391 0.328879 0.481325 0.140014 
0.030000 -2.171817 0.322111 0.481969 0.134857 
0.035000 -2.229831 0.314376 0.481647 0.132924 
0.040000 -2.286233 0.308252 0.482291 0.132601 
0.045000 -2.338445 0.299550 0.482936 0.123255 
0.050000 -2.384212 0.290526 0.482291 0.119710 
0.055000 -2.427722 0.282469 0.480680 0.113586 
0.060000 -2.464464 0.276667 0.480680 0.110041 
0.065000 -2.496372 0.268932 0.480680 0.103595 
0.070000 -2.525056 0.262486 0.477779 0.098438 
0.075000 -2.546650 0.255073 0.476168 0.092637 
0.080000 -2.562765 0.249917 0.473912 0.085869 
0.085000 -2.572756 0.242826 0.471656 0.075877 
0.090000 -2.580169 0.237025 0.467144 0.070076 
0.095000 -2.579525 0.230257 0.462631 0.063308 
0.100000 -2.572434 0.228001 0.460698 0.055573 
0.105000 -2.563087 0.222199 0.454896 0.047515 
0.110000 -2.545361 0.218654 0.449095 0.039136 
0.115000 -2.523445 0.213497 0.443938 0.032045 
0.120000 -2.498628 0.211241 0.438459 0.023343 
0.125000 -2.465753 0.208341 0.432658 0.014964 
0.130000 -2.429656 0.205440 0.424601 0.006262 
