#
# Run File created 4/07/2013 9:43:50 AM
#

#
# 
#

# Ch0_Incident WP                     Moving          5.7187(x - zero)
# Ch1_Phase WP                        Moving          5.5720(x - zero)
# Ch2_WP1                             Moving          13.807(x - zero)
# Ch3_WP2                             Moving          13.564(x - zero)

TITLE="Calibration"
VARIABLES="Time" "Ch0_Incident WP" "Ch1_Phase WP" "Ch2_WP1" "Ch3_WP2" 
ZONE T="Calibration" F=POINT 
0.000000 0.306456 0.397722 0.237104 -0.068698 
1.000000 5.718694 5.571992 13.806865 13.563726 

TITLE="Data"
VARIABLES="Time" "Ch0_Incident WP" "Ch1_Phase WP" "Ch2_WP1" "Ch3_WP2" 
ZONE T="Data" F=POINT 
0.000000 -0.164877 0.470366 0.282469 -0.091394 
0.005000 -0.230948 0.469722 0.280535 -0.092361 
0.010000 -0.294762 0.468433 0.278923 -0.091394 
0.015000 -0.356643 0.469722 0.277634 -0.091716 
0.020000 -0.418524 0.467466 0.276345 -0.093972 
0.025000 -0.475570 0.467788 0.274089 -0.094617 
0.030000 -0.533905 0.466177 0.272800 -0.093972 
0.035000 -0.589663 0.467466 0.270866 -0.096228 
0.040000 -0.642197 0.464887 0.269254 -0.097195 
0.045000 -0.692153 0.464887 0.265709 -0.096228 
0.050000 -0.742109 0.465854 0.265387 -0.094294 
0.055000 -0.787875 0.466177 0.264098 -0.095261 
0.060000 -0.832029 0.463276 0.262164 -0.097195 
0.065000 -0.875861 0.464243 0.259586 -0.095584 
0.070000 -0.916793 0.465532 0.259263 -0.095261 
0.075000 -0.955469 0.466177 0.257007 -0.097195 
0.080000 -0.995433 0.463921 0.254429 -0.096551 
0.085000 -1.032497 0.463276 0.252817 -0.094939 
0.090000 -1.066016 0.463598 0.251528 -0.094294 
0.095000 -1.098246 0.463921 0.249272 -0.095261 
0.100000 -1.130153 0.460698 0.247661 -0.095906 
0.105000 -1.157226 0.461342 0.244760 -0.095906 
0.110000 -1.184621 0.460698 0.244438 -0.092683 
0.115000 -1.206860 0.461342 0.243793 -0.093328 
0.120000 -1.229743 0.460375 0.241537 -0.095261 
0.125000 -1.251014 0.458119 0.237992 -0.093650 
0.130000 -1.266484 0.457797 0.237670 -0.091716 
0.135000 -1.280343 0.456186 0.236703 -0.090749 
0.140000 -1.290334 0.453929 0.235413 -0.093650 
0.145000 -1.298392 0.452963 0.231868 -0.091394 
0.150000 -1.302582 0.452640 0.232191 -0.090427 
0.155000 -1.304515 0.452640 0.231224 -0.089460 
0.160000 -1.303871 0.449740 0.229612 -0.090427 
0.165000 -1.297425 0.447806 0.225745 -0.088815 
0.170000 -1.290334 0.446194 0.226712 -0.087526 
0.175000 -1.278087 0.443294 0.226389 -0.087526 
0.180000 -1.262617 0.441682 0.224455 -0.089138 
0.185000 -1.245213 0.440393 0.223166 -0.088171 
0.190000 -1.222974 0.438782 0.222522 -0.086237 
0.195000 -1.197513 0.434914 0.221555 -0.085915 
0.200000 -1.170440 0.432658 0.219943 -0.087526 
0.205000 -1.140789 0.430402 0.218010 -0.085270 
0.210000 -1.106303 0.427824 0.217043 -0.083659 
0.215000 -1.070206 0.425568 0.216076 -0.085270 
0.220000 -1.029597 0.422022 0.214787 -0.086559 
0.225000 -0.989310 0.418155 0.212853 -0.086237 
0.230000 -0.946122 0.415254 0.212531 -0.084948 
0.235000 -0.901323 0.412031 0.211564 -0.085592 
0.240000 -0.854268 0.409130 0.210274 -0.085270 
0.245000 -0.806245 0.405263 0.208663 -0.087204 
0.250000 -0.756290 0.403651 0.207052 -0.085270 
0.255000 -0.704400 0.399139 0.206729 -0.084626 
0.260000 -0.654766 0.396883 0.204151 -0.088493 
0.265000 -0.599976 0.392371 0.202539 -0.087526 
0.270000 -0.546153 0.391082 0.201572 -0.088815 
0.275000 -0.493296 0.386570 0.200928 -0.088171 
0.280000 -0.437217 0.384314 0.198994 -0.088493 
0.285000 -0.382104 0.379479 0.197705 -0.087849 
0.290000 -0.326669 0.377223 0.196738 -0.086882 
0.295000 -0.268979 0.373678 0.195449 -0.087204 
0.300000 -0.209998 0.369810 0.194160 -0.090105 
0.305000 -0.154886 0.365621 0.193193 -0.089460 
0.310000 -0.094617 0.363042 0.192871 -0.088815 
0.315000 -0.035959 0.358852 0.191581 -0.089782 
0.320000 0.023021 0.356274 0.190292 -0.091072 
0.325000 0.083290 0.352407 0.188681 -0.090749 
0.330000 0.146782 0.351762 0.188358 -0.090105 
0.335000 0.208018 0.348539 0.188036 -0.090105 
0.340000 0.271188 0.344671 0.186747 -0.092683 
0.345000 0.335325 0.342093 0.186425 -0.090749 
0.350000 0.400106 0.340482 0.185780 -0.090749 
0.355000 0.465210 0.337903 0.186102 -0.090105 
0.360000 0.531925 0.335647 0.185135 -0.091716 
0.365000 0.597995 0.331780 0.184491 -0.090105 
0.370000 0.665033 0.330490 0.184813 -0.088493 
0.375000 0.733681 0.328234 0.185458 -0.090105 
0.380000 0.803942 0.325656 0.185458 -0.090749 
0.385000 0.870012 0.325334 0.185458 -0.088493 
0.390000 0.940595 0.324045 0.186102 -0.087204 
0.395000 1.010855 0.324045 0.187714 -0.085915 
0.400000 1.076281 0.322755 0.187714 -0.087204 
0.405000 1.145252 0.322755 0.188036 -0.084303 
0.410000 1.215190 0.322755 0.189970 -0.079791 
0.415000 1.280938 0.322433 0.192226 -0.082370 
0.420000 1.345074 0.320822 0.192871 -0.081725 
0.425000 1.410500 0.323400 0.194482 -0.078824 
0.430000 1.473025 0.322755 0.195771 -0.077213 
0.435000 1.534261 0.325656 0.197060 -0.075601 
0.440000 1.594208 0.323400 0.198994 -0.076891 
0.445000 1.650610 0.325334 0.200928 -0.072701 
0.450000 1.705077 0.326301 0.204473 -0.071412 
0.455000 1.756967 0.329201 0.206729 -0.070445 
0.460000 1.805955 0.331135 0.208018 -0.069478 
0.465000 1.850110 0.331457 0.209952 -0.067222 
0.470000 1.892330 0.333391 0.212208 -0.064643 
0.475000 1.930039 0.335970 0.216076 -0.063676 
0.480000 1.966458 0.335325 0.217687 -0.062387 
0.485000 1.997721 0.338548 0.219943 -0.060453 
0.490000 2.022860 0.340804 0.223811 -0.057231 
0.495000 2.046387 0.343382 0.226712 -0.056586 
0.500000 2.063469 0.344994 0.229290 -0.055297 
0.505000 2.074749 0.347250 0.231546 -0.052396 
0.510000 2.083451 0.349506 0.236058 -0.049818 
0.515000 2.087319 0.350795 0.239603 -0.049173 
0.520000 2.086352 0.352729 0.241859 -0.047884 
0.525000 2.082162 0.355952 0.244438 -0.046272 
0.530000 2.073782 0.359497 0.246694 -0.041116 
0.535000 2.062502 0.364654 0.250884 -0.042727 
0.540000 2.047999 0.364976 0.252495 -0.042405 
0.545000 2.028016 0.368199 0.255718 -0.038860 
0.550000 2.004489 0.372067 0.258619 -0.036604 
0.555000 1.978705 0.374000 0.260875 -0.035314 
0.560000 1.949054 0.375612 0.263775 -0.034670 
0.565000 1.914569 0.378835 0.266354 -0.032414 
0.570000 1.876538 0.383347 0.269254 -0.030480 
0.575000 1.835607 0.387214 0.272800 -0.028546 
0.580000 1.788229 0.388181 0.274089 -0.031769 
0.585000 1.741174 0.390760 0.275700 -0.027902 
0.590000 1.687351 0.394305 0.277956 -0.025323 
0.595000 1.632883 0.397206 0.280535 -0.025646 
0.600000 1.576482 0.400428 0.281502 -0.025968 
0.605000 1.515246 0.403329 0.282469 -0.024356 
0.610000 1.454010 0.408486 0.285047 -0.022745 
0.615000 1.390196 0.411387 0.287625 -0.024034 
0.620000 1.325737 0.414932 0.288914 -0.024356 
0.625000 1.257088 0.417188 0.288914 -0.023712 
0.630000 1.191984 0.422345 0.290526 -0.021778 
0.635000 1.125269 0.423956 0.292782 -0.021133 
0.640000 1.056621 0.427501 0.293749 -0.022100 
