#
# Run File created 3/07/2013 2:55:01 PM
#

#
# 
#

# Ch0_Incident WP                     Moving          5.8326(x - zero)
# Ch1_Phase WP                        Moving          5.5685(x - zero)
# Ch2_WP1                             Moving          13.894(x - zero)
# Ch3_WP2                             Moving          13.466(x - zero)

TITLE="Calibration"
VARIABLES="Time" "Ch0_Incident WP" "Ch1_Phase WP" "Ch2_WP1" "Ch3_WP2" 
ZONE T="Calibration" F=POINT 
0.000000 0.077614 0.392447 0.250813 -0.087801 
1.000000 5.832582 5.568508 13.893538 13.466476 

TITLE="Data"
VARIABLES="Time" "Ch0_Incident WP" "Ch1_Phase WP" "Ch2_WP1" "Ch3_WP2" 
ZONE T="Data" F=POINT 
0.000000 2.025760 0.399462 0.199316 -0.207420 
0.005000 2.076038 0.394627 0.199316 -0.207098 
0.010000 2.121804 0.388826 0.201572 -0.205164 
0.015000 2.164669 0.382380 0.202217 -0.212899 
0.020000 2.205601 0.376901 0.201895 -0.213221 
0.025000 2.244276 0.371422 0.202862 -0.212899 
0.030000 2.278439 0.367877 0.205118 -0.210965 
0.035000 2.311313 0.360786 0.205118 -0.208065 
0.040000 2.338386 0.355630 0.205440 -0.213866 
0.045000 2.365781 0.351762 0.206407 -0.210965 
0.050000 2.388342 0.347572 0.208985 -0.209354 
0.055000 2.408324 0.342415 0.209308 -0.209998 
0.060000 2.423794 0.338226 0.209630 -0.212577 
0.065000 2.437330 0.335325 0.211564 -0.207420 
0.070000 2.446032 0.331135 0.214142 -0.206131 
0.075000 2.449900 0.325656 0.214142 -0.206131 
0.080000 2.449900 0.323078 0.215109 -0.204197 
0.085000 2.446999 0.319855 0.217043 -0.201941 
0.090000 2.438620 0.317921 0.219621 -0.197429 
0.095000 2.426050 0.313087 0.220266 -0.197107 
0.100000 2.408969 0.311475 0.221232 -0.195495 
0.105000 2.384796 0.309219 0.223166 -0.192917 
0.110000 2.358368 0.306963 0.225100 -0.188727 
0.115000 2.328395 0.305996 0.226712 -0.189049 
0.120000 2.292298 0.303740 0.227678 -0.186149 
0.125000 2.252656 0.303418 0.229290 -0.182281 
0.130000 2.211080 0.301162 0.231546 -0.176802 
0.135000 2.162413 0.299228 0.231546 -0.176480 
0.140000 2.108590 0.298583 0.233480 -0.172612 
0.145000 2.054445 0.298583 0.235091 -0.167133 
0.150000 1.994498 0.296972 0.238959 -0.162621 
0.155000 1.930361 0.296650 0.239281 -0.161332 
0.160000 1.862679 0.296327 0.238959 -0.159720 
0.165000 1.793708 0.297294 0.240892 -0.150052 
0.170000 1.720547 0.299550 0.242826 -0.150052 
0.175000 1.647064 0.299872 0.243471 -0.147473 
0.180000 1.569714 0.300839 0.244115 -0.143928 
0.185000 1.488818 0.300839 0.245727 -0.137160 
0.190000 1.410178 0.300517 0.248628 -0.133292 
0.195000 1.329604 0.302451 0.250561 -0.131681 
0.200000 1.246774 0.301162 0.250884 -0.129102 
0.205000 1.163945 0.305351 0.252173 -0.122979 
0.210000 1.078859 0.305996 0.255073 -0.117500 
0.215000 0.991839 0.307285 0.255718 -0.117500 
0.220000 0.904175 0.306963 0.255718 -0.113310 
0.225000 0.817156 0.310508 0.258296 -0.105897 
0.230000 0.727880 0.312764 0.260875 -0.102352 
0.235000 0.636026 0.314053 0.261197 -0.102996 
0.240000 0.544817 0.314053 0.263131 -0.100418 
0.245000 0.451996 0.317276 0.264742 -0.094939 
0.250000 0.359819 0.320499 0.266676 -0.089460 
0.255000 0.266676 0.321466 0.266676 -0.089138 
0.260000 0.170632 0.322755 0.266998 -0.084948 
0.265000 0.077811 0.325656 0.268610 -0.079147 
0.270000 -0.018555 0.326945 0.269899 -0.076246 
0.275000 -0.113632 0.328234 0.271511 -0.075924 
0.280000 -0.208065 0.329201 0.272800 -0.073668 
0.285000 -0.303464 0.334036 0.275378 -0.066255 
0.290000 -0.399186 0.334358 0.276990 -0.063354 
0.295000 -0.497164 0.336936 0.277956 -0.064321 
0.300000 -0.592563 0.336936 0.278601 -0.060453 
0.305000 -0.687318 0.340159 0.279568 -0.054974 
0.310000 -0.780139 0.343060 0.281824 -0.051429 
0.315000 -0.871994 0.346283 0.283758 -0.052396 
0.320000 -0.960948 0.348539 0.284402 -0.049495 
0.325000 -1.047968 0.351440 0.286014 -0.044661 
0.330000 -1.133376 0.352407 0.289559 -0.040149 
0.335000 -1.216851 0.353373 0.289881 -0.042083 
0.340000 -1.297103 0.354663 0.290526 -0.041116 
0.345000 -1.375098 0.356919 0.292782 -0.034992 
0.350000 -1.448582 0.359175 0.295683 -0.031769 
0.355000 -1.520132 0.359819 0.296327 -0.033703 
0.360000 -1.588137 0.362720 0.296005 -0.032736 
0.365000 -1.654208 0.365298 0.298906 -0.024679 
0.370000 -1.715766 0.368521 0.302773 -0.024034 
0.375000 -1.777003 0.369488 0.303095 -0.024679 
0.380000 -1.830826 0.370777 0.302451 -0.023067 
0.385000 -1.883039 0.373678 0.304385 -0.018233 
0.390000 -1.931383 0.375612 0.307285 -0.016299 
0.395000 -1.978116 0.376579 0.308252 -0.017588 
0.400000 -2.019048 0.379479 0.309864 -0.015977 
0.405000 -2.056757 0.381091 0.312120 -0.010498 
0.410000 -2.090276 0.384636 0.314698 -0.008886 
0.415000 -2.121539 0.384636 0.315665 -0.012431 
0.420000 -2.149901 0.386892 0.316310 -0.007919 
0.425000 -2.176329 0.390760 0.319210 -0.002118 
0.430000 -2.197923 0.394305 0.320499 -0.001473 
0.435000 -2.216617 0.393983 0.321466 -0.005341 
0.440000 -2.232409 0.397528 0.322755 -0.003085 
0.445000 -2.243367 0.399784 0.324045 0.001105 
0.450000 -2.250136 0.403007 0.326301 0.004650 
0.455000 -2.255937 0.404941 0.327268 0.002072 
0.460000 -2.256259 0.408486 0.327912 0.003361 
0.465000 -2.253359 0.411387 0.329201 0.010451 
0.470000 -2.247557 0.414609 0.329846 0.009807 
