#
# Run File created 3/07/2013 2:18:24 PM
#

#
# 
#

# Ch0_Incident WP                     Moving          5.8326(x - zero)
# Ch1_Phase WP                        Moving          5.5685(x - zero)
# Ch2_WP1                             Moving          13.894(x - zero)
# Ch3_WP2                             Moving          13.466(x - zero)

TITLE="Calibration"
VARIABLES="Time" "Ch0_Incident WP" "Ch1_Phase WP" "Ch2_WP1" "Ch3_WP2" 
ZONE T="Calibration" F=POINT 
0.000000 0.237477 0.527989 0.257619 -0.076617 
1.000000 5.832582 5.568508 13.893538 13.466476 

TITLE="Data"
VARIABLES="Time" "Ch0_Incident WP" "Ch1_Phase WP" "Ch2_WP1" "Ch3_WP2" 
ZONE T="Data" F=POINT 
0.000000 -1.708353 0.629258 0.314698 0.024955 
0.005000 -1.787316 0.625713 0.313731 0.028178 
0.010000 -1.864345 0.624423 0.311797 0.023988 
0.015000 -1.933639 0.621845 0.309864 0.020443 
0.020000 -1.998099 0.619267 0.309541 0.023666 
0.025000 -2.060625 0.616044 0.307930 0.026244 
0.030000 -2.121216 0.615077 0.305029 0.019798 
0.035000 -2.174073 0.611209 0.302773 0.016897 
0.040000 -2.223707 0.611532 0.301484 0.016575 
0.045000 -2.266895 0.609598 0.300839 0.020120 
0.050000 -2.308794 0.607020 0.298261 0.015608 
0.055000 -2.347470 0.606697 0.296650 0.011741 
0.060000 -2.379377 0.607342 0.296005 0.014641 
0.065000 -2.408706 0.605086 0.294716 0.013674 
0.070000 -2.435779 0.606375 0.291493 0.010451 
0.075000 -2.458340 0.606375 0.289559 0.003039 
0.080000 -2.475422 0.607020 0.289237 0.004006 
0.085000 -2.489281 0.607020 0.287625 0.004328 
0.090000 -2.500239 0.606375 0.284725 0.000460 
0.095000 -2.506685 0.607664 0.282791 -0.004052 
0.100000 -2.509908 0.608953 0.281824 -0.003407 
0.105000 -2.511842 0.608309 0.280535 -0.005019 
0.110000 -2.507007 0.607342 0.278279 -0.010175 
0.115000 -2.498305 0.608953 0.276345 -0.014365 
0.120000 -2.487669 0.610242 0.276023 -0.015332 
0.125000 -2.471877 0.612176 0.274089 -0.018555 
0.130000 -2.448671 0.612821 0.273122 -0.021778 
0.135000 -2.424821 0.611532 0.270544 -0.024679 
0.140000 -2.394848 0.611854 0.269254 -0.024679 
0.145000 -2.361651 0.610565 0.268288 -0.025968 
0.150000 -2.326198 0.609598 0.266676 -0.031447 
0.155000 -2.284299 0.608631 0.264742 -0.036604 
0.160000 -2.238855 0.608631 0.264420 -0.037571 
0.165000 -2.189544 0.605730 0.263131 -0.040793 
0.170000 -2.137009 0.602830 0.261197 -0.042405 
0.175000 -2.078029 0.602507 0.259586 -0.047239 
0.180000 -2.013569 0.600251 0.259263 -0.047562 
0.185000 -1.942664 0.597351 0.257330 -0.049173 
0.190000 -1.868535 0.592839 0.256040 -0.052718 
0.195000 -1.786994 0.589938 0.255396 -0.056586 
0.200000 -1.702874 0.585748 0.255718 -0.057875 
0.205000 -1.609086 0.579947 0.253784 -0.060776 
0.210000 -1.509174 0.575112 0.251206 -0.065932 
0.215000 -1.406039 0.569311 0.249594 -0.068189 
0.220000 -1.295491 0.563832 0.248628 -0.070445 
0.225000 -1.178498 0.557386 0.247661 -0.072056 
0.230000 -1.059248 0.549651 0.245727 -0.077213 
0.235000 -0.934197 0.543205 0.243793 -0.077213 
0.240000 -0.801733 0.535470 0.242182 -0.081080 
0.245000 -0.667981 0.528702 0.240570 -0.083014 
0.250000 -0.529071 0.519033 0.238636 -0.088493 
0.255000 -0.385972 0.512587 0.236703 -0.091072 
0.260000 -0.240294 0.503885 0.234769 -0.092361 
0.265000 -0.090427 0.495505 0.232835 -0.097517 
0.270000 0.061052 0.485514 0.229612 -0.099451 
0.275000 0.216398 0.476812 0.226712 -0.100740 
0.280000 0.372389 0.466499 0.225745 -0.103963 
0.285000 0.531925 0.458764 0.224133 -0.109442 
0.290000 0.692750 0.448773 0.221232 -0.111376 
0.295000 0.853897 0.441038 0.218654 -0.115244 
0.300000 1.015689 0.430402 0.217043 -0.115888 
0.305000 1.177159 0.421378 0.214787 -0.121367 
0.310000 1.335728 0.412998 0.212853 -0.122979 
0.315000 1.494941 0.404618 0.210919 -0.123301 
0.320000 1.652221 0.398172 0.210274 -0.127813 
0.325000 1.807889 0.390760 0.207696 -0.128780 
0.330000 1.960012 0.382380 0.204473 -0.133614 
0.335000 2.109235 0.376901 0.202539 -0.132970 
0.340000 2.256846 0.371422 0.201572 -0.135871 
0.345000 2.399622 0.365298 0.199639 -0.140060 
0.350000 2.536275 0.358852 0.197705 -0.141027 
0.355000 2.669383 0.355307 0.196416 -0.140060 
0.360000 2.792499 0.350473 0.194804 -0.140383 
0.365000 2.910781 0.345961 0.193515 -0.143928 
0.370000 3.023585 0.344671 0.191904 -0.146506 
0.375000 3.126074 0.340804 0.189970 -0.146506 
0.380000 3.223730 0.340804 0.189648 -0.147795 
0.385000 3.311072 0.339515 0.188681 -0.153275 
0.390000 3.388422 0.339515 0.187392 -0.151018 
0.395000 3.461906 0.339515 0.187392 -0.148762 
0.400000 3.524109 0.341771 0.187069 -0.149407 
0.405000 3.574387 0.343060 0.188036 -0.149729 
0.410000 3.613062 0.345961 0.187069 -0.150052 
0.415000 3.642713 0.348861 0.188036 -0.144573 
0.420000 3.660762 0.354018 0.188681 -0.147151 
0.425000 3.669464 0.358530 0.189003 -0.149729 
0.430000 3.669786 0.364331 0.189648 -0.148440 
0.435000 3.661084 0.370133 0.190614 -0.141350 
0.440000 3.643680 0.377223 0.192548 -0.141994 
0.445000 3.620797 0.384958 0.194804 -0.142316 
0.450000 3.584700 0.390437 0.195127 -0.139094 
0.455000 3.540546 0.397528 0.196738 -0.132003 
0.460000 3.483822 0.405585 0.199316 -0.133614 
0.465000 3.419363 0.412353 0.201250 -0.135548 
0.470000 3.342979 0.422989 0.203506 -0.130714 
0.475000 3.256926 0.432980 0.205440 -0.123301 
0.480000 3.161205 0.443294 0.208663 -0.121367 
0.485000 3.057103 0.451996 0.210919 -0.122656 
0.490000 2.943011 0.461665 0.213820 -0.115566 
0.495000 2.824084 0.471978 0.215753 -0.106864 
0.500000 2.700645 0.481647 0.219621 -0.106219 
0.505000 2.569471 0.489382 0.223166 -0.108798 
0.510000 2.432818 0.498406 0.224778 -0.099773 
0.515000 2.293265 0.508397 0.227678 -0.091716 
0.520000 2.149521 0.520000 0.231546 -0.090105 
0.525000 2.006100 0.528057 0.234769 -0.089138 
0.530000 1.857200 0.536437 0.238314 -0.083014 
