NO_OF_FRAMES	12044
NO_OF_CAMERAS	8
NO_OF_BODIES	2
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2013-07-04, 10:31:25	93101.50386005
DATA_INCLUDED	6D
BODY_NAMES	Ice 1	Ice 2
Frame	Time	Ice 1 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	Ice 2 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
1	0.00500	82.49596	-2.54071	0.71846	0.52526	0.04956	8.55528	0.97637	0.98887	-0.14876	-0.00087	0.14877	0.98883	0.00917	-0.00051	-0.00919	0.99996		-94.24287	-209.46439	-0.31757	-0.32245	0.29878	0.58921	0.38201	0.99993	-0.01028	-0.00521	0.01025	0.99993	-0.00563	0.00527	0.00557	0.99997	
2	0.01000	82.45077	-2.52801	0.74836	0.52759	0.05993	8.55813	0.97779	0.98886	-0.14881	-0.00105	0.14882	0.98882	0.00921	-0.00034	-0.00926	0.99996		-94.23465	-209.42481	-0.31110	-0.31188	0.30411	0.57903	0.34563	0.99993	-0.01011	-0.00531	0.01008	0.99993	-0.00544	0.00536	0.00539	0.99997	
3	0.01500	82.48228	-2.52218	0.73362	0.52962	0.05369	8.55819	0.96212	0.98886	-0.14881	-0.00094	0.14882	0.98882	0.00924	-0.00045	-0.00928	0.99996		-94.23722	-209.42363	-0.29802	-0.31403	0.30026	0.58588	0.36047	0.99993	-0.01023	-0.00524	0.01020	0.99993	-0.00548	0.00530	0.00543	0.99997	
4	0.02000	82.47977	-2.52169	0.75334	0.53312	0.05919	8.55587	0.98051	0.98887	-0.14877	-0.00103	0.14878	0.98883	0.00930	-0.00036	-0.00935	0.99996		-94.21181	-209.42716	-0.28979	-0.31244	0.29878	0.58235	0.36588	0.99993	-0.01016	-0.00521	0.01014	0.99993	-0.00545	0.00527	0.00540	0.99997	
5	0.02500	82.51060	-2.54051	0.72594	0.53893	0.05202	8.55157	0.95559	0.98888	-0.14870	-0.00091	0.14870	0.98884	0.00941	-0.00050	-0.00944	0.99996		-94.22148	-209.41560	-0.26906	-0.31099	0.29906	0.57648	0.35322	0.99994	-0.01006	-0.00522	0.01003	0.99993	-0.00543	0.00527	0.00537	0.99997	
6	0.03000	82.49022	-2.52070	0.75776	0.54238	0.05413	8.55073	0.97620	0.98888	-0.14869	-0.00094	0.14869	0.98884	0.00947	-0.00047	-0.00950	0.99995		-94.19690	-209.42753	-0.25603	-0.31167	0.29295	0.58270	0.35298	0.99994	-0.01017	-0.00511	0.01014	0.99993	-0.00544	0.00517	0.00539	0.99997	
7	0.03500	82.47212	-2.52151	0.78286	0.54629	0.05568	8.55034	0.97952	0.98889	-0.14868	-0.00097	0.14868	0.98884	0.00953	-0.00046	-0.00957	0.99995		-94.21105	-209.44998	-0.24279	-0.31509	0.29098	0.58609	0.34649	0.99993	-0.01023	-0.00508	0.01020	0.99993	-0.00550	0.00513	0.00545	0.99997	
8	0.04000	82.47545	-2.51445	0.77418	0.54966	0.05793	8.55424	0.97692	0.98888	-0.14875	-0.00101	0.14875	0.98883	0.00959	-0.00043	-0.00964	0.99995		-94.19180	-209.42206	-0.23937	-0.31044	0.29188	0.58258	0.35326	0.99994	-0.01017	-0.00509	0.01014	0.99993	-0.00542	0.00515	0.00537	0.99997	
9	0.04500	82.50443	-2.51799	0.79332	0.55234	0.05517	8.55163	0.97220	0.98888	-0.14870	-0.00096	0.14870	0.98883	0.00964	-0.00048	-0.00968	0.99995		-94.17230	-209.43122	-0.22643	-0.31251	0.28740	0.58328	0.35495	0.99994	-0.01018	-0.00502	0.01015	0.99993	-0.00545	0.00507	0.00540	0.99997	
10	0.05000	82.50449	-2.51923	0.79789	0.55594	0.05375	8.55159	0.97325	0.98888	-0.14870	-0.00094	0.14870	0.98883	0.00970	-0.00052	-0.00973	0.99995		-94.16493	-209.44345	-0.19697	-0.31327	0.28530	0.58464	0.35568	0.99994	-0.01020	-0.00498	0.01018	0.99993	-0.00547	0.00503	0.00542	0.99997	
11	0.05500	82.37401	-2.62471	0.86081	0.56117	0.05131	8.55880	1.00049	0.98886	-0.14882	-0.00090	0.14883	0.98881	0.00979	-0.00057	-0.00982	0.99995		-94.15199	-209.44607	-0.19273	-0.31085	0.27940	0.58185	0.35252	0.99994	-0.01015	-0.00488	0.01013	0.99993	-0.00543	0.00493	0.00538	0.99997	
12	0.06000	82.34504	-2.62688	0.85708	0.56254	0.05150	8.55920	1.01151	0.98886	-0.14883	-0.00090	0.14883	0.98881	0.00982	-0.00057	-0.00984	0.99995		-94.16727	-209.44775	-0.17595	-0.31125	0.28317	0.57810	0.34471	0.99994	-0.01009	-0.00494	0.01006	0.99993	-0.00543	0.00500	0.00538	0.99997	
13	0.06500	82.34503	-2.64217	0.88043	0.56655	0.05276	8.55328	1.01937	0.98888	-0.14873	-0.00092	0.14873	0.98883	0.00989	-0.00056	-0.00992	0.99995		-94.14756	-209.44263	-0.16367	-0.31100	0.28101	0.58173	0.36537	0.99994	-0.01015	-0.00490	0.01013	0.99993	-0.00543	0.00496	0.00538	0.99997	
14	0.07000	82.34691	-2.62648	0.88871	0.57116	0.04971	8.56163	1.01816	0.98886	-0.14887	-0.00087	0.14887	0.98881	0.00997	-0.00063	-0.00999	0.99995		-94.12641	-209.44605	-0.13868	-0.31058	0.27851	0.58200	0.34031	0.99994	-0.01016	-0.00486	0.01013	0.99993	-0.00542	0.00492	0.00537	0.99997	
15	0.07500	82.34146	-2.64490	0.89817	0.57315	0.05017	8.55857	1.01467	0.98886	-0.14882	-0.00088	0.14882	0.98881	0.01000	-0.00062	-0.01002	0.99995		-94.11439	-209.44208	-0.13866	-0.30964	0.27584	0.58208	0.34066	0.99994	-0.01016	-0.00481	0.01013	0.99993	-0.00540	0.00487	0.00535	0.99997	
16	0.08000	82.33467	-2.63732	0.92194	0.57824	0.05039	8.55907	1.01243	0.98886	-0.14883	-0.00088	0.14883	0.98881	0.01009	-0.00063	-0.01011	0.99995		-94.11959	-209.45574	-0.12143	-0.31195	0.27435	0.58530	0.34712	0.99994	-0.01022	-0.00479	0.01019	0.99993	-0.00544	0.00484	0.00540	0.99997	
17	0.08500	82.35107	-2.63798	0.92557	0.58105	0.04398	8.56085	1.02245	0.98886	-0.14886	-0.00077	0.14886	0.98881	0.01014	-0.00075	-0.01014	0.99995		-94.13014	-209.47272	-0.09590	-0.31290	0.27380	0.58627	0.37522	0.99994	-0.01023	-0.00478	0.01021	0.99993	-0.00546	0.00483	0.00541	0.99997	
18	0.09000	82.33783	-2.63692	0.92262	0.58386	0.04299	8.56357	1.01690	0.98885	-0.14891	-0.00075	0.14891	0.98880	0.01019	-0.00078	-0.01019	0.99995		-94.11011	-209.45362	-0.10076	-0.30938	0.27187	0.58222	0.35680	0.99994	-0.01016	-0.00475	0.01014	0.99993	-0.00540	0.00480	0.00535	0.99997	
19	0.09500	82.32944	-2.64660	0.95887	0.58631	0.04523	8.56117	1.02378	0.98886	-0.14887	-0.00079	0.14887	0.98880	0.01023	-0.00074	-0.01024	0.99995		-94.08328	-209.45867	-0.06360	-0.30902	0.27274	0.57759	0.35800	0.99994	-0.01008	-0.00476	0.01005	0.99993	-0.00539	0.00481	0.00535	0.99997	
20	0.10000	82.33200	-2.62470	0.95656	0.59253	0.04289	8.56520	1.02556	0.98885	-0.14893	-0.00075	0.14893	0.98879	0.01034	-0.00080	-0.01034	0.99995		-94.10556	-209.46722	-0.05467	-0.31139	0.27301	0.58236	0.36923	0.99994	-0.01016	-0.00476	0.01014	0.99993	-0.00543	0.00482	0.00539	0.99997	
21	0.10500	82.34120	-2.63774	0.96688	0.59228	0.03923	8.56034	1.02370	0.98886	-0.14885	-0.00068	0.14885	0.98881	0.01034	-0.00086	-0.01032	0.99995		-94.07726	-209.46574	-0.02981	-0.31077	0.27126	0.58260	0.35364	0.99994	-0.01017	-0.00473	0.01014	0.99993	-0.00542	0.00479	0.00538	0.99997	
22	0.11000	82.32949	-2.65331	0.97818	0.59507	0.04065	8.55645	1.02041	0.98887	-0.14878	-0.00071	0.14878	0.98882	0.01039	-0.00084	-0.01038	0.99995		-94.10847	-209.47873	0.00020	-0.31214	0.27336	0.58920	0.35712	0.99994	-0.01028	-0.00477	0.01026	0.99993	-0.00545	0.00483	0.00540	0.99997	
23	0.11500	82.30594	-2.65674	0.98495	0.59579	0.04203	8.56161	1.02602	0.98886	-0.14887	-0.00073	0.14887	0.98880	0.01040	-0.00082	-0.01039	0.99995		-94.12310	-209.47523	-0.00391	-0.31154	0.27221	0.58167	0.35393	0.99994	-0.01015	-0.00475	0.01013	0.99993	-0.00544	0.00481	0.00539	0.99997	
24	0.12000	82.32310	-2.65295	0.98738	0.59922	0.03903	8.56166	1.03354	0.98886	-0.14887	-0.00068	0.14887	0.98880	0.01046	-0.00088	-0.01044	0.99995		-94.12590	-209.48643	0.03344	-0.31182	0.27708	0.58525	0.36047	0.99994	-0.01021	-0.00484	0.01019	0.99993	-0.00544	0.00489	0.00539	0.99997	
25	0.12500	82.33835	-2.64565	0.99985	0.60159	0.03829	8.56211	1.03243	0.98885	-0.14888	-0.00067	0.14888	0.98880	0.01050	-0.00090	-0.01048	0.99994		-94.09392	-209.50521	0.03764	-0.31371	0.27394	0.58468	0.37309	0.99994	-0.01020	-0.00478	0.01018	0.99993	-0.00548	0.00484	0.00543	0.99997	
26	0.13000	82.33391	-2.63567	1.01100	0.60397	0.03407	8.56002	1.03108	0.98886	-0.14885	-0.00059	0.14884	0.98880	0.01054	-0.00098	-0.01051	0.99994		-94.10722	-209.47260	0.05394	-0.31066	0.27330	0.58051	0.35002	0.99994	-0.01013	-0.00477	0.01011	0.99993	-0.00542	0.00482	0.00537	0.99997	
27	0.13500	82.30508	-2.64163	1.02758	0.60390	0.03768	8.55961	1.03840	0.98886	-0.14884	-0.00066	0.14884	0.98881	0.01054	-0.00092	-0.01052	0.99994		-94.10743	-209.49019	0.09154	-0.31041	0.27725	0.58393	0.37190	0.99994	-0.01019	-0.00484	0.01016	0.99993	-0.00542	0.00489	0.00537	0.99997	
28	0.14000	82.33926	-2.64118	1.03790	0.60551	0.03043	8.55764	1.03531	0.98887	-0.14880	-0.00053	0.14880	0.98881	0.01057	-0.00105	-0.01053	0.99994		-94.10397	-209.49192	0.10030	-0.31196	0.27430	0.58153	0.37930	0.99994	-0.01015	-0.00479	0.01012	0.99993	-0.00544	0.00484	0.00540	0.99997	
29	0.14500	82.32907	-2.61903	1.04967	0.61024	0.03433	8.56303	1.02857	0.98885	-0.14890	-0.00060	0.14890	0.98880	0.01065	-0.00099	-0.01062	0.99994		-94.09746	-209.49208	0.12058	-0.31269	0.28015	0.58318	0.35578	0.99994	-0.01018	-0.00489	0.01015	0.99993	-0.00546	0.00494	0.00541	0.99997	
30	0.15000	82.30137	-2.62787	1.06678	0.60743	0.03684	8.56455	1.03564	0.98885	-0.14892	-0.00064	0.14892	0.98879	0.01060	-0.00094	-0.01058	0.99994		-94.09075	-209.49298	0.13719	-0.31493	0.27889	0.58148	0.36529	0.99994	-0.01015	-0.00487	0.01012	0.99993	-0.00550	0.00492	0.00545	0.99997	
31	0.15500	82.34646	-2.62567	1.08079	0.61123	0.03175	8.56139	1.03708	0.98886	-0.14887	-0.00055	0.14887	0.98880	0.01067	-0.00104	-0.01063	0.99994		-94.07800	-209.48371	0.15763	-0.31256	0.28079	0.58387	0.37092	0.99994	-0.01019	-0.00490	0.01016	0.99993	-0.00546	0.00496	0.00541	0.99997	
32	0.16000	82.31879	-2.61019	1.07888	0.61233	0.02772	8.56467	1.03541	0.98885	-0.14893	-0.00048	0.14892	0.98879	0.01069	-0.00111	-0.01064	0.99994		-94.09380	-209.49049	0.17877	-0.31334	0.28182	0.58114	0.35223	0.99994	-0.01014	-0.00492	0.01012	0.99993	-0.00547	0.00497	0.00542	0.99997	
33	0.16500	82.33476	-2.62220	1.09635	0.61253	0.02783	8.56051	1.03456	0.98886	-0.14885	-0.00049	0.14885	0.98880	0.01069	-0.00111	-0.01064	0.99994		-94.09382	-209.50008	0.19546	-0.31647	0.28434	0.58604	0.34755	0.99994	-0.01023	-0.00496	0.01020	0.99993	-0.00552	0.00502	0.00547	0.99997	
34	0.17000	82.32519	-2.61249	1.11037	0.61397	0.02679	8.56487	1.03863	0.98885	-0.14893	-0.00047	0.14893	0.98879	0.01072	-0.00113	-0.01067	0.99994		-94.07976	-209.48279	0.21142	-0.31223	0.28583	0.58134	0.37865	0.99994	-0.01015	-0.00499	0.01012	0.99993	-0.00545	0.00504	0.00540	0.99997	
35	0.17500	82.32395	-2.61263	1.12288	0.61283	0.02287	8.56459	1.03172	0.98885	-0.14892	-0.00040	0.14892	0.98879	0.01070	-0.00120	-0.01064	0.99994		-94.08918	-209.46661	0.22377	-0.31267	0.28901	0.57949	0.37361	0.99994	-0.01011	-0.00504	0.01009	0.99993	-0.00546	0.00510	0.00541	0.99997	
36	0.18000	82.28796	-2.61208	1.13637	0.61351	0.02533	8.56606	1.04320	0.98884	-0.14895	-0.00044	0.14895	0.98879	0.01071	-0.00116	-0.01065	0.99994		-94.11282	-209.47244	0.24058	-0.31320	0.29191	0.57932	0.35959	0.99994	-0.01011	-0.00509	0.01008	0.99993	-0.00547	0.00515	0.00541	0.99997	
37	0.18500	82.36611	-2.61547	1.13631	0.61492	0.01602	8.56204	1.03510	0.98886	-0.14888	-0.00028	0.14887	0.98880	0.01073	-0.00132	-0.01065	0.99994		-94.11745	-209.48486	0.26531	-0.31456	0.30007	0.57653	0.35305	0.99994	-0.01006	-0.00524	0.01003	0.99993	-0.00549	0.00529	0.00544	0.99997	
