NO_OF_FRAMES	12039
NO_OF_CAMERAS	8
NO_OF_BODIES	2
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2013-07-04, 12:08:04	98899.86093744
DATA_INCLUDED	6D
BODY_NAMES	Ice 1	Ice 2
Frame	Time	Ice 1 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	Ice 2 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
1	0.00500	153.62976	-206.53437	0.66998	0.61665	0.10179	5.24308	0.99540	0.99581	-0.09138	-0.00178	0.09140	0.99576	0.01076	0.00079	-0.01088	0.99994		16.55237	-47.26325	-0.98905	-0.18497	0.49959	-1.45466	0.42276	0.99964	0.02538	-0.00872	-0.02541	0.99967	-0.00323	0.00863	0.00345	0.99996	
2	0.01000	153.50185	-206.56003	0.73496	0.61501	0.11823	5.22375	0.98229	0.99584	-0.09105	-0.00206	0.09106	0.99579	0.01073	0.00108	-0.01088	0.99994		16.47804	-47.24187	-0.94958	-0.16191	0.52756	-1.45651	0.37054	0.99963	0.02542	-0.00921	-0.02544	0.99967	-0.00283	0.00913	0.00306	0.99995	
3	0.01500	153.38871	-206.57610	0.75017	0.61223	0.12469	5.22979	1.01629	0.99583	-0.09115	-0.00218	0.09117	0.99578	0.01069	0.00119	-0.01084	0.99994		16.34813	-47.20258	-0.99499	-0.15372	0.53816	-1.45764	0.38002	0.99963	0.02544	-0.00939	-0.02546	0.99967	-0.00268	0.00932	0.00292	0.99995	
4	0.02000	153.37924	-206.57328	0.77153	0.60950	0.13423	5.22721	0.99405	0.99584	-0.09111	-0.00234	0.09113	0.99578	0.01064	0.00136	-0.01081	0.99994		16.42278	-47.19828	-0.98064	-0.14076	0.54250	-1.45818	0.39123	0.99963	0.02545	-0.00947	-0.02547	0.99967	-0.00246	0.00940	0.00270	0.99995	
5	0.02500	153.40371	-206.58423	0.78567	0.60790	0.13396	5.23004	1.01166	0.99583	-0.09115	-0.00234	0.09117	0.99578	0.01061	0.00136	-0.01078	0.99994		16.38827	-47.19659	-0.99380	-0.12768	0.54796	-1.45953	0.38795	0.99963	0.02547	-0.00956	-0.02549	0.99967	-0.00223	0.00950	0.00247	0.99995	
6	0.03000	153.34483	-206.59063	0.80737	0.60583	0.13770	5.22608	1.00303	0.99584	-0.09109	-0.00240	0.09111	0.99579	0.01057	0.00143	-0.01075	0.99994		16.33505	-47.14717	-1.02441	-0.11189	0.55906	-1.46061	0.35476	0.99963	0.02549	-0.00976	-0.02551	0.99967	-0.00195	0.00970	0.00220	0.99995	
7	0.03500	153.38521	-206.59112	0.80000	0.60653	0.13597	5.22303	1.00959	0.99585	-0.09103	-0.00237	0.09105	0.99579	0.01059	0.00140	-0.01076	0.99994		16.34041	-47.14944	-1.02158	-0.09876	0.56963	-1.46634	0.39622	0.99962	0.02559	-0.00994	-0.02561	0.99967	-0.00172	0.00989	0.00198	0.99995	
8	0.04000	153.34223	-206.60271	0.82353	0.60412	0.14215	5.22927	1.00426	0.99583	-0.09114	-0.00248	0.09116	0.99578	0.01054	0.00151	-0.01073	0.99994		16.28634	-47.12759	-1.04679	-0.08969	0.57637	-1.46393	0.37159	0.99962	0.02555	-0.01006	-0.02556	0.99967	-0.00157	0.01002	0.00182	0.99995	
9	0.04500	153.32771	-206.59658	0.84143	0.60134	0.14358	5.23070	1.01340	0.99583	-0.09117	-0.00251	0.09119	0.99578	0.01050	0.00154	-0.01068	0.99994		16.28228	-47.10191	-1.05269	-0.07455	0.58509	-1.47069	0.37246	0.99962	0.02566	-0.01021	-0.02568	0.99967	-0.00130	0.01017	0.00156	0.99995	
10	0.05000	153.31409	-206.61743	0.84000	0.59905	0.14351	5.22947	1.00931	0.99583	-0.09114	-0.00250	0.09117	0.99578	0.01046	0.00154	-0.01064	0.99994		16.27001	-47.10633	-1.08255	-0.06886	0.59125	-1.46820	0.37324	0.99962	0.02562	-0.01032	-0.02563	0.99967	-0.00120	0.01028	0.00147	0.99995	
11	0.05500	153.28701	-206.75825	0.94287	0.58993	0.13626	5.21921	0.98120	0.99585	-0.09097	-0.00238	0.09099	0.99580	0.01030	0.00143	-0.01047	0.99994		16.22847	-47.09179	-1.08287	-0.05696	0.59905	-1.46949	0.38167	0.99962	0.02564	-0.01046	-0.02565	0.99967	-0.00099	0.01043	0.00126	0.99994	
12	0.06000	153.19065	-206.75232	0.93614	0.58893	0.14565	5.21637	0.96688	0.99586	-0.09092	-0.00254	0.09094	0.99580	0.01028	0.00160	-0.01047	0.99994		16.25856	-47.09498	-1.10062	-0.04870	0.60001	-1.46983	0.38073	0.99962	0.02565	-0.01047	-0.02566	0.99967	-0.00085	0.01045	0.00112	0.99994	
13	0.06500	153.19473	-206.77611	0.96402	0.58730	0.14385	5.21422	0.98371	0.99586	-0.09088	-0.00251	0.09090	0.99581	0.01025	0.00157	-0.01044	0.99994		16.20371	-47.08297	-1.11304	-0.04307	0.60491	-1.47376	0.37337	0.99961	0.02572	-0.01056	-0.02573	0.99967	-0.00075	0.01053	0.00102	0.99994	
14	0.07000	153.18257	-206.77762	0.97126	0.58729	0.14567	5.21425	0.97853	0.99586	-0.09088	-0.00254	0.09090	0.99581	0.01025	0.00160	-0.01044	0.99994		16.22875	-47.12229	-1.11391	-0.03650	0.61058	-1.47208	0.37512	0.99961	0.02569	-0.01066	-0.02570	0.99967	-0.00064	0.01064	0.00091	0.99994	
15	0.07500	153.12972	-206.80584	0.97179	0.58195	0.14813	5.21560	0.96755	0.99586	-0.09090	-0.00259	0.09093	0.99581	0.01016	0.00165	-0.01035	0.99995		16.20344	-47.10064	-1.14350	-0.03166	0.61155	-1.47312	0.37331	0.99961	0.02571	-0.01067	-0.02571	0.99967	-0.00055	0.01066	0.00083	0.99994	
16	0.08000	153.08798	-206.82223	0.98925	0.58350	0.15574	5.21364	0.96549	0.99586	-0.09087	-0.00272	0.09089	0.99581	0.01018	0.00178	-0.01039	0.99994		16.18830	-47.11058	-1.15611	-0.02351	0.61281	-1.47156	0.38647	0.99961	0.02568	-0.01070	-0.02569	0.99967	-0.00041	0.01068	0.00068	0.99994	
17	0.08500	153.11291	-206.83171	0.98533	0.58077	0.15616	5.22075	0.97073	0.99585	-0.09099	-0.00273	0.09102	0.99580	0.01014	0.00179	-0.01034	0.99994		16.18656	-47.10996	-1.16092	-0.01664	0.61675	-1.47384	0.39407	0.99961	0.02572	-0.01076	-0.02572	0.99967	-0.00029	0.01075	0.00057	0.99994	
18	0.09000	153.04509	-206.84389	0.97879	0.57934	0.15927	5.21607	0.97425	0.99586	-0.09091	-0.00278	0.09094	0.99581	0.01011	0.00185	-0.01032	0.99995		16.12786	-47.08937	-1.18151	-0.01319	0.62336	-1.47447	0.37899	0.99961	0.02573	-0.01088	-0.02573	0.99967	-0.00023	0.01087	0.00051	0.99994	
19	0.09500	153.05318	-206.86423	0.99346	0.58079	0.16199	5.21691	0.97132	0.99585	-0.09093	-0.00283	0.09095	0.99580	0.01014	0.00189	-0.01035	0.99994		16.14503	-47.12653	-1.19423	-0.00889	0.62182	-1.47500	0.39305	0.99961	0.02574	-0.01085	-0.02574	0.99967	-0.00016	0.01085	0.00043	0.99994	
20	0.10000	153.03819	-206.85805	0.99841	0.57757	0.16258	5.21308	0.96816	0.99586	-0.09086	-0.00284	0.09088	0.99581	0.01008	0.00191	-0.01030	0.99995		16.15821	-47.13847	-1.20272	-0.00632	0.62014	-1.47130	0.38485	0.99961	0.02567	-0.01082	-0.02568	0.99967	-0.00011	0.01082	0.00039	0.99994	
21	0.10500	153.04167	-206.87405	1.00687	0.57651	0.16306	5.22062	0.95927	0.99585	-0.09099	-0.00285	0.09101	0.99580	0.01006	0.00192	-0.01028	0.99995		16.09522	-47.11341	-1.21933	-0.00093	0.62501	-1.47637	0.38668	0.99961	0.02576	-0.01091	-0.02576	0.99967	-0.00002	0.01090	0.00030	0.99994	
22	0.11000	152.97104	-206.89362	1.00442	0.57448	0.16895	5.21299	0.97170	0.99586	-0.09086	-0.00295	0.09088	0.99581	0.01003	0.00203	-0.01025	0.99995		16.12116	-47.15144	-1.23230	0.00141	0.62656	-1.47487	0.40297	0.99961	0.02574	-0.01094	-0.02574	0.99967	0.00002	0.01093	0.00026	0.99994	
23	0.11500	152.97665	-206.89317	0.99742	0.57489	0.16912	5.21868	0.96943	0.99585	-0.09096	-0.00295	0.09098	0.99580	0.01003	0.00203	-0.01026	0.99995		16.13060	-47.14542	-1.25382	0.00413	0.62663	-1.47972	0.37931	0.99961	0.02582	-0.01094	-0.02582	0.99967	0.00007	0.01093	0.00021	0.99994	
24	0.12000	152.93154	-206.90497	0.99549	0.57384	0.17343	5.21476	0.97987	0.99586	-0.09089	-0.00303	0.09091	0.99581	0.01002	0.00210	-0.01025	0.99995		16.06653	-47.14572	-1.26515	0.00432	0.62920	-1.47240	0.39301	0.99961	0.02569	-0.01098	-0.02569	0.99967	0.00008	0.01098	0.00021	0.99994	
25	0.12500	152.95647	-206.90467	0.99090	0.57357	0.16990	5.21218	0.96626	0.99586	-0.09084	-0.00297	0.09087	0.99581	0.01001	0.00204	-0.01024	0.99995		16.07327	-47.15530	-1.29056	0.00765	0.62904	-1.47570	0.41435	0.99961	0.02575	-0.01098	-0.02575	0.99967	0.00013	0.01098	0.00015	0.99994	
26	0.13000	152.93923	-206.91621	0.97707	0.57145	0.17399	5.21831	0.97430	0.99585	-0.09095	-0.00304	0.09098	0.99580	0.00997	0.00212	-0.01021	0.99995		16.08198	-47.16089	-1.32022	0.00844	0.62659	-1.47665	0.39941	0.99961	0.02577	-0.01094	-0.02577	0.99967	0.00015	0.01094	0.00013	0.99994	
27	0.13500	152.91604	-206.94182	0.99702	0.57000	0.17653	5.21622	0.97141	0.99585	-0.09091	-0.00308	0.09094	0.99581	0.00995	0.00216	-0.01019	0.99995		16.01761	-47.16096	-1.34016	0.00677	0.62967	-1.47637	0.39816	0.99961	0.02576	-0.01099	-0.02576	0.99967	0.00012	0.01099	0.00017	0.99994	
28	0.14000	152.91573	-206.93487	0.97643	0.56987	0.17844	5.21700	0.96668	0.99585	-0.09093	-0.00311	0.09095	0.99581	0.00995	0.00220	-0.01019	0.99995		16.06801	-47.19788	-1.34918	0.00420	0.62901	-1.47230	0.39591	0.99961	0.02569	-0.01098	-0.02569	0.99967	0.00007	0.01098	0.00021	0.99994	
29	0.14500	152.85872	-206.94321	0.96889	0.56890	0.17894	5.21686	0.96577	0.99585	-0.09093	-0.00312	0.09095	0.99581	0.00993	0.00221	-0.01017	0.99995		16.02853	-47.16804	-1.36549	0.00507	0.62706	-1.47061	0.38570	0.99961	0.02566	-0.01094	-0.02566	0.99967	0.00009	0.01094	0.00019	0.99994	
30	0.15000	152.90454	-206.93510	0.95932	0.57054	0.17880	5.21999	0.98016	0.99585	-0.09098	-0.00312	0.09101	0.99580	0.00996	0.00220	-0.01020	0.99995		16.04900	-47.20894	-1.38622	0.00114	0.62396	-1.47523	0.40333	0.99961	0.02574	-0.01089	-0.02574	0.99967	0.00002	0.01089	0.00026	0.99994	
31	0.15500	152.87934	-206.94834	0.93710	0.56660	0.18168	5.22073	0.97451	0.99585	-0.09099	-0.00317	0.09102	0.99580	0.00989	0.00226	-0.01014	0.99995		16.03134	-47.21961	-1.40674	-0.00164	0.62315	-1.47191	0.39606	0.99961	0.02569	-0.01088	-0.02569	0.99967	-0.00003	0.01087	0.00031	0.99994	
32	0.16000	152.87910	-206.97184	0.91968	0.56690	0.17800	5.22029	0.96393	0.99585	-0.09098	-0.00311	0.09101	0.99580	0.00989	0.00219	-0.01014	0.99995		16.00398	-47.21435	-1.41875	-0.00395	0.62293	-1.47171	0.40922	0.99961	0.02568	-0.01087	-0.02568	0.99967	-0.00007	0.01087	0.00035	0.99994	
33	0.16500	152.87057	-206.97112	0.89086	0.56666	0.18285	5.22096	0.97055	0.99585	-0.09100	-0.00319	0.09102	0.99580	0.00989	0.00228	-0.01014	0.99995		15.99598	-47.22738	-1.44782	-0.00600	0.62217	-1.47602	0.41376	0.99961	0.02576	-0.01086	-0.02576	0.99967	-0.00010	0.01085	0.00038	0.99994	
34	0.17000	152.89107	-206.96553	0.88514	0.56709	0.17581	5.21482	0.96591	0.99586	-0.09089	-0.00307	0.09092	0.99581	0.00990	0.00216	-0.01014	0.99995		16.01486	-47.23705	-1.48115	-0.01369	0.61659	-1.47338	0.38342	0.99961	0.02571	-0.01076	-0.02572	0.99967	-0.00024	0.01075	0.00052	0.99994	
35	0.17500	152.81779	-206.99983	0.87015	0.56493	0.18445	5.21824	0.96471	0.99585	-0.09095	-0.00322	0.09098	0.99580	0.00986	0.00231	-0.01011	0.99995		16.01229	-47.25548	-1.49334	-0.01908	0.61497	-1.47415	0.39255	0.99961	0.02572	-0.01073	-0.02573	0.99967	-0.00033	0.01072	0.00061	0.99994	
36	0.18000	152.84168	-207.01220	0.85150	0.56243	0.17935	5.22075	0.97298	0.99585	-0.09099	-0.00313	0.09102	0.99580	0.00982	0.00222	-0.01006	0.99995		16.02452	-47.27113	-1.52226	-0.02593	0.61053	-1.47675	0.40262	0.99961	0.02577	-0.01066	-0.02578	0.99967	-0.00045	0.01064	0.00073	0.99994	
37	0.18500	152.85107	-207.03150	0.80471	0.55635	0.18601	5.23430	0.93648	0.99582	-0.09123	-0.00325	0.09126	0.99578	0.00971	0.00235	-0.00997	0.99995		16.01077	-47.26343	-1.54690	-0.03122	0.60512	-1.47008	0.38881	0.99962	0.02565	-0.01056	-0.02566	0.99967	-0.00054	0.01054	0.00082	0.99994	
38	0.19000	152.86039	-207.03631	0.78834	0.55748	0.18411	5.23668	0.93565	0.99582	-0.09127	-0.00321	0.09130	0.99578	0.00973	0.00231	-0.00998	0.99995		16.00826	-47.28971	-1.56731	-0.03707	0.60596	-1.47743	0.40208	0.99961	0.02578	-0.01058	-0.02579	0.99967	-0.00065	0.01056	0.00092	0.99994	
39	0.19500	152.87261	-207.03533	0.76707	0.55778	0.18358	5.24055	0.92966	0.99581	-0.09134	-0.00320	0.09136	0.99577	0.00973	0.00230	-0.00999	0.99995		16.05275	-47.31008	-1.58378	-0.04823	0.59694	-1.47507	0.39378	0.99961	0.02574	-0.01042	-0.02575	0.99967	-0.00084	0.01039	0.00111	0.99995	
40	0.20000	152.86135	-207.04887	0.74860	0.55868	0.18204	5.23540	0.93788	0.99582	-0.09125	-0.00318	0.09127	0.99578	0.00975	0.00227	-0.01000	0.99995		16.01549	-47.31514	-1.62454	-0.05656	0.59252	-1.47182	0.39100	0.99962	0.02568	-0.01034	-0.02570	0.99967	-0.00099	0.01031	0.00125	0.99995	
41	0.20500	152.83157	-207.05813	0.71706	0.55750	0.18373	5.23454	0.92686	0.99582	-0.09123	-0.00321	0.09126	0.99578	0.00973	0.00231	-0.00998	0.99995		16.02861	-47.34310	-1.64050	-0.06845	0.58821	-1.46884	0.39797	0.99962	0.02563	-0.01027	-0.02565	0.99967	-0.00119	0.01023	0.00146	0.99995	
42	0.21000	152.86942	-207.05649	0.70029	0.55578	0.18523	5.23537	0.93363	0.99582	-0.09125	-0.00323	0.09127	0.99578	0.00970	0.00233	-0.00995	0.99995		16.03320	-47.37345	-1.68177	-0.07779	0.58286	-1.46980	0.39643	0.99962	0.02565	-0.01017	-0.02566	0.99967	-0.00136	0.01013	0.00162	0.99995	
43	0.21500	152.80473	-207.06163	0.66468	0.55696	0.18540	5.23490	0.92500	0.99582	-0.09124	-0.00324	0.09127	0.99578	0.00972	0.00234	-0.00998	0.99995		16.03339	-47.37660	-1.71429	-0.08959	0.57555	-1.47109	0.38332	0.99962	0.02567	-0.01005	-0.02569	0.99967	-0.00156	0.01000	0.00182	0.99995	
44	0.22000	152.83913	-207.06918	0.64345	0.55485	0.18494	5.23735	0.91419	0.99582	-0.09128	-0.00323	0.09131	0.99578	0.00968	0.00233	-0.00994	0.99995		16.05874	-47.40292	-1.73096	-0.09661	0.57222	-1.47174	0.38046	0.99962	0.02568	-0.00999	-0.02570	0.99967	-0.00169	0.00994	0.00194	0.99995	
45	0.22500	152.85996	-207.06332	0.59598	0.55843	0.17917	5.23291	0.93106	0.99583	-0.09120	-0.00313	0.09123	0.99578	0.00975	0.00223	-0.00999	0.99995		16.04581	-47.41784	-1.76298	-0.11031	0.56519	-1.46838	0.38923	0.99962	0.02562	-0.00986	-0.02564	0.99967	-0.00193	0.00981	0.00218	0.99995	
46	0.23000	152.84037	-207.05614	0.55656	0.55858	0.17766	5.23662	0.91875	0.99582	-0.09127	-0.00310	0.09129	0.99578	0.00975	0.00220	-0.00999	0.99995		16.07597	-47.41239	-1.78789	-0.11995	0.55549	-1.47014	0.37518	0.99962	0.02565	-0.00969	-0.02568	0.99967	-0.00209	0.00964	0.00234	0.99995	
47	0.23500	152.88600	-207.08254	0.53329	0.55704	0.17452	5.23011	0.91485	0.99583	-0.09116	-0.00305	0.09118	0.99579	0.00972	0.00215	-0.00996	0.99995		16.10780	-47.44710	-1.80410	-0.13086	0.55137	-1.47385	0.39610	0.99962	0.02572	-0.00962	-0.02574	0.99967	-0.00228	0.00956	0.00253	0.99995	
48	0.24000	152.89738	-207.06904	0.49604	0.55775	0.16860	5.23336	0.92998	0.99583	-0.09121	-0.00294	0.09124	0.99578	0.00973	0.00204	-0.00996	0.99995		16.05042	-47.42791	-1.84001	-0.14360	0.54622	-1.46584	0.36213	0.99963	0.02558	-0.00953	-0.02560	0.99967	-0.00251	0.00947	0.00275	0.99995	
49	0.24500	152.86423	-207.06046	0.47735	0.55901	0.17789	5.23533	0.92018	0.99582	-0.09125	-0.00310	0.09127	0.99578	0.00976	0.00220	-0.01000	0.99995		16.11240	-47.46870	-1.86065	-0.15699	0.53768	-1.46781	0.36017	0.99963	0.02561	-0.00938	-0.02564	0.99967	-0.00274	0.00931	0.00298	0.99995	
50	0.25000	152.89517	-207.06594	0.42739	0.55763	0.17246	5.23535	0.92370	0.99582	-0.09125	-0.00301	0.09127	0.99578	0.00973	0.00211	-0.00997	0.99995		16.11059	-47.48119	-1.88044	-0.16981	0.53279	-1.46587	0.38036	0.99963	0.02558	-0.00930	-0.02561	0.99967	-0.00296	0.00922	0.00320	0.99995	
51	0.25500	152.84568	-207.05859	0.41562	0.55812	0.17519	5.23057	0.92414	0.99583	-0.09116	-0.00306	0.09119	0.99579	0.00974	0.00216	-0.00998	0.99995		16.12849	-47.48914	-1.91773	-0.18319	0.52845	-1.46916	0.37070	0.99963	0.02564	-0.00922	-0.02567	0.99967	-0.00320	0.00914	0.00343	0.99995	
52	0.26000	152.88725	-207.08592	0.36902	0.55758	0.17091	5.23735	0.92579	0.99582	-0.09128	-0.00298	0.09131	0.99578	0.00973	0.00208	-0.00996	0.99995		16.17001	-47.50827	-1.94235	-0.19604	0.52062	-1.46970	0.38845	0.99963	0.02565	-0.00909	-0.02568	0.99966	-0.00342	0.00900	0.00365	0.99995	
53	0.26500	152.87403	-207.08925	0.34274	0.55711	0.17050	5.23570	0.93100	0.99582	-0.09125	-0.00298	0.09128	0.99578	0.00972	0.00208	-0.00995	0.99995		16.16860	-47.50602	-1.97049	-0.20878	0.51396	-1.46726	0.36898	0.99963	0.02560	-0.00897	-0.02564	0.99966	-0.00364	0.00887	0.00387	0.99995	
